date,date,symbol,signal,entry_price,stop_loss,take_profit,position_size
2024-10-31 14:25:00,2024-10-31 14:25:00,SPY,-1,,,,0.05
2024-10-31 14:40:00,2024-10-31 14:40:00,SPY,-1,,,,0.05
2024-10-31 14:45:00,2024-10-31 14:45:00,SPY,-1,,,,0.05
2024-10-31 14:50:00,2024-10-31 14:50:00,SPY,-1,,,,0.05
2024-10-31 15:00:00,2024-10-31 15:00:00,SPY,-1,,,,0.05
2024-10-31 15:05:00,2024-10-31 15:05:00,SPY,-1,,,,0.05
2024-10-31 17:50:00,2024-10-31 17:50:00,SPY,-1,,,,0.05
2024-10-31 17:55:00,2024-10-31 17:55:00,SPY,-1,,,,0.05
2024-10-31 18:00:00,2024-10-31 18:00:00,SPY,-1,,,,0.05
2024-10-31 18:05:00,2024-10-31 18:05:00,SPY,-1,,,,0.05
2024-10-31 18:10:00,2024-10-31 18:10:00,SPY,-1,,,,0.05
2024-11-01 15:55:00,2024-11-01 15:55:00,SPY,-1,,,,0.05
2024-11-01 16:10:00,2024-11-01 16:10:00,SPY,-1,,,,0.05
2024-11-01 18:05:00,2024-11-01 18:05:00,SPY,-1,,,,0.05
2024-11-01 19:55:00,2024-11-01 19:55:00,SPY,-1,,,,0.05
2024-11-04 14:30:00,2024-11-04 14:30:00,SPY,-1,,,,0.05
2024-11-04 14:35:00,2024-11-04 14:35:00,SPY,-1,,,,0.05
2024-11-04 16:30:00,2024-11-04 16:30:00,SPY,-1,,,,0.05
2024-11-04 16:35:00,2024-11-04 16:35:00,SPY,-1,,,,0.05
2024-11-04 16:40:00,2024-11-04 16:40:00,SPY,-1,,,,0.05
2024-11-04 16:45:00,2024-11-04 16:45:00,SPY,-1,,,,0.05
2024-11-04 16:50:00,2024-11-04 16:50:00,SPY,-1,,,,0.05
2024-11-04 16:55:00,2024-11-04 16:55:00,SPY,-1,,,,0.05
2024-11-04 17:00:00,2024-11-04 17:00:00,SPY,-1,,,,0.05
2024-11-04 17:05:00,2024-11-04 17:05:00,SPY,-1,,,,0.05
2024-11-04 17:10:00,2024-11-04 17:10:00,SPY,-1,,,,0.05
2024-11-04 20:30:00,2024-11-04 20:30:00,SPY,-1,,,,0.05
2024-11-04 20:35:00,2024-11-04 20:35:00,SPY,-1,,,,0.05
2024-11-05 18:45:00,2024-11-05 18:45:00,SPY,-1,,,,0.05
2024-11-05 19:50:00,2024-11-05 19:50:00,SPY,-1,,,,0.05
2024-11-07 18:30:00,2024-11-07 18:30:00,SPY,-1,,,,0.05
2024-11-07 18:40:00,2024-11-07 18:40:00,SPY,-1,,,,0.05
2024-11-08 20:20:00,2024-11-08 20:20:00,SPY,-1,,,,0.05
2024-11-08 20:25:00,2024-11-08 20:25:00,SPY,-1,,,,0.05
2024-11-08 20:30:00,2024-11-08 20:30:00,SPY,-1,,,,0.05
2024-11-08 20:35:00,2024-11-08 20:35:00,SPY,-1,,,,0.05
2024-11-08 20:40:00,2024-11-08 20:40:00,SPY,-1,,,,0.05
2024-11-08 20:45:00,2024-11-08 20:45:00,SPY,-1,,,,0.05
2024-11-11 15:20:00,2024-11-11 15:20:00,SPY,-1,,,,0.05
2024-11-11 15:25:00,2024-11-11 15:25:00,SPY,-1,,,,0.05
2024-11-11 17:25:00,2024-11-11 17:25:00,SPY,-1,,,,0.05
2024-11-11 17:40:00,2024-11-11 17:40:00,SPY,-1,,,,0.05
2024-11-11 17:45:00,2024-11-11 17:45:00,SPY,-1,,,,0.05
2024-11-11 17:55:00,2024-11-11 17:55:00,SPY,-1,,,,0.05
2024-11-11 18:00:00,2024-11-11 18:00:00,SPY,-1,,,,0.05
2024-11-11 18:05:00,2024-11-11 18:05:00,SPY,-1,,,,0.05
2024-11-11 18:10:00,2024-11-11 18:10:00,SPY,-1,,,,0.05
2024-11-11 18:15:00,2024-11-11 18:15:00,SPY,-1,,,,0.05
2024-11-11 18:20:00,2024-11-11 18:20:00,SPY,-1,,,,0.05
2024-11-12 16:45:00,2024-11-12 16:45:00,SPY,-1,,,,0.05
2024-11-12 17:45:00,2024-11-12 17:45:00,SPY,-1,,,,0.05
2024-11-12 17:50:00,2024-11-12 17:50:00,SPY,-1,,,,0.05
2024-11-12 17:55:00,2024-11-12 17:55:00,SPY,-1,,,,0.05
2024-11-12 18:00:00,2024-11-12 18:00:00,SPY,-1,,,,0.05
2024-11-12 20:15:00,2024-11-12 20:15:00,SPY,-1,,,,0.05
2024-11-12 20:20:00,2024-11-12 20:20:00,SPY,-1,,,,0.05
2024-11-12 20:25:00,2024-11-12 20:25:00,SPY,-1,,,,0.05
2024-11-12 20:30:00,2024-11-12 20:30:00,SPY,-1,,,,0.05
2024-11-12 20:35:00,2024-11-12 20:35:00,SPY,-1,,,,0.05
2024-11-12 20:45:00,2024-11-12 20:45:00,SPY,-1,,,,0.05
2024-11-12 20:50:00,2024-11-12 20:50:00,SPY,-1,,,,0.05
2024-11-12 20:55:00,2024-11-12 20:55:00,SPY,-1,,,,0.05
2024-11-13 15:25:00,2024-11-13 15:25:00,SPY,-1,,,,0.05
2024-11-13 19:35:00,2024-11-13 19:35:00,SPY,-1,,,,0.05
2024-11-13 19:40:00,2024-11-13 19:40:00,SPY,-1,,,,0.05
2024-11-13 19:45:00,2024-11-13 19:45:00,SPY,-1,,,,0.05
2024-11-13 19:55:00,2024-11-13 19:55:00,SPY,-1,,,,0.05
2024-11-13 20:00:00,2024-11-13 20:00:00,SPY,-1,,,,0.05
2024-11-14 15:15:00,2024-11-14 15:15:00,SPY,-1,,,,0.05
2024-11-14 17:45:00,2024-11-14 17:45:00,SPY,-1,,,,0.05
2024-11-14 18:55:00,2024-11-14 18:55:00,SPY,-1,,,,0.05
2024-11-15 15:10:00,2024-11-15 15:10:00,SPY,-1,,,,0.05
2024-11-15 15:20:00,2024-11-15 15:20:00,SPY,-1,,,,0.05
2024-11-15 15:25:00,2024-11-15 15:25:00,SPY,-1,,,,0.05
2024-11-15 15:30:00,2024-11-15 15:30:00,SPY,-1,,,,0.05
2024-11-15 15:35:00,2024-11-15 15:35:00,SPY,-1,,,,0.05
2024-11-15 15:40:00,2024-11-15 15:40:00,SPY,-1,,,,0.05
2024-11-15 15:45:00,2024-11-15 15:45:00,SPY,-1,,,,0.05
2024-11-15 15:50:00,2024-11-15 15:50:00,SPY,-1,,,,0.05
2024-11-15 15:55:00,2024-11-15 15:55:00,SPY,-1,,,,0.05
2024-11-15 16:00:00,2024-11-15 16:00:00,SPY,-1,,,,0.05
2024-11-15 16:05:00,2024-11-15 16:05:00,SPY,-1,,,,0.05
2024-11-18 18:40:00,2024-11-18 18:40:00,SPY,-1,,,,0.05
2024-11-18 18:45:00,2024-11-18 18:45:00,SPY,-1,,,,0.05
2024-11-18 18:50:00,2024-11-18 18:50:00,SPY,-1,,,,0.05
2024-11-19 19:45:00,2024-11-19 19:45:00,SPY,-1,,,,0.05
2024-11-20 14:50:00,2024-11-20 14:50:00,SPY,-1,,,,0.05
2024-11-20 14:55:00,2024-11-20 14:55:00,SPY,-1,,,,0.05
2024-11-20 15:00:00,2024-11-20 15:00:00,SPY,-1,,,,0.05
2024-11-20 15:05:00,2024-11-20 15:05:00,SPY,-1,,,,0.05
2024-11-20 15:10:00,2024-11-20 15:10:00,SPY,-1,,,,0.05
2024-11-20 15:15:00,2024-11-20 15:15:00,SPY,-1,,,,0.05
2024-11-20 15:20:00,2024-11-20 15:20:00,SPY,-1,,,,0.05
2024-11-20 15:25:00,2024-11-20 15:25:00,SPY,-1,,,,0.05
2024-11-20 19:10:00,2024-11-20 19:10:00,SPY,-1,,,,0.05
2024-11-21 20:50:00,2024-11-21 20:50:00,SPY,-1,,,,0.05
2024-11-21 20:55:00,2024-11-21 20:55:00,SPY,-1,,,,0.05
2024-11-22 15:25:00,2024-11-22 15:25:00,SPY,-1,,,,0.05
2024-11-22 19:15:00,2024-11-22 19:15:00,SPY,-1,,,,0.05
2024-11-25 17:00:00,2024-11-25 17:00:00,SPY,-1,,,,0.05
2024-11-25 17:05:00,2024-11-25 17:05:00,SPY,-1,,,,0.05
2024-11-25 17:10:00,2024-11-25 17:10:00,SPY,-1,,,,0.05
2024-11-25 17:15:00,2024-11-25 17:15:00,SPY,-1,,,,0.05
2024-11-25 17:20:00,2024-11-25 17:20:00,SPY,-1,,,,0.05
2024-11-25 17:25:00,2024-11-25 17:25:00,SPY,-1,,,,0.05
2024-11-25 17:35:00,2024-11-25 17:35:00,SPY,-1,,,,0.05
2024-11-25 17:40:00,2024-11-25 17:40:00,SPY,-1,,,,0.05
2024-11-25 17:45:00,2024-11-25 17:45:00,SPY,-1,,,,0.05
2024-11-27 15:30:00,2024-11-27 15:30:00,SPY,-1,,,,0.05
2024-11-27 15:35:00,2024-11-27 15:35:00,SPY,-1,,,,0.05
2024-11-27 16:25:00,2024-11-27 16:25:00,SPY,-1,,,,0.05
2024-11-27 17:20:00,2024-11-27 17:20:00,SPY,-1,,,,0.05
2024-12-04 18:30:00,2024-12-04 18:30:00,SPY,-1,,,,0.05
2024-12-04 18:35:00,2024-12-04 18:35:00,SPY,-1,,,,0.05
2024-12-05 18:20:00,2024-12-05 18:20:00,SPY,-1,,,,0.05
2024-12-05 20:20:00,2024-12-05 20:20:00,SPY,-1,,,,0.05
2024-12-05 20:25:00,2024-12-05 20:25:00,SPY,-1,,,,0.05
2024-12-06 17:15:00,2024-12-06 17:15:00,SPY,-1,,,,0.05
2024-12-06 19:30:00,2024-12-06 19:30:00,SPY,-1,,,,0.05
2024-12-06 19:35:00,2024-12-06 19:35:00,SPY,-1,,,,0.05
2024-12-06 19:40:00,2024-12-06 19:40:00,SPY,-1,,,,0.05
2024-12-09 15:40:00,2024-12-09 15:40:00,SPY,-1,,,,0.05
2024-12-09 15:45:00,2024-12-09 15:45:00,SPY,-1,,,,0.05
2024-12-09 15:50:00,2024-12-09 15:50:00,SPY,-1,,,,0.05
2024-12-09 15:55:00,2024-12-09 15:55:00,SPY,-1,,,,0.05
2024-12-09 16:00:00,2024-12-09 16:00:00,SPY,-1,,,,0.05
2024-12-09 16:05:00,2024-12-09 16:05:00,SPY,-1,,,,0.05
2024-12-09 16:10:00,2024-12-09 16:10:00,SPY,-1,,,,0.05
2024-12-09 19:55:00,2024-12-09 19:55:00,SPY,-1,,,,0.05
2024-12-09 20:00:00,2024-12-09 20:00:00,SPY,-1,,,,0.05
2024-12-09 20:05:00,2024-12-09 20:05:00,SPY,-1,,,,0.05
2024-12-09 20:10:00,2024-12-09 20:10:00,SPY,-1,,,,0.05
2024-12-09 20:15:00,2024-12-09 20:15:00,SPY,-1,,,,0.05
2024-12-09 20:20:00,2024-12-09 20:20:00,SPY,-1,,,,0.05
2024-12-09 20:40:00,2024-12-09 20:40:00,SPY,-1,,,,0.05
2024-12-10 16:45:00,2024-12-10 16:45:00,SPY,-1,,,,0.05
2024-12-10 19:10:00,2024-12-10 19:10:00,SPY,-1,,,,0.05
2024-12-10 19:15:00,2024-12-10 19:15:00,SPY,-1,,,,0.05
2024-12-10 19:20:00,2024-12-10 19:20:00,SPY,-1,,,,0.05
2024-12-10 19:30:00,2024-12-10 19:30:00,SPY,-1,,,,0.05
2024-12-10 20:05:00,2024-12-10 20:05:00,SPY,-1,,,,0.05
2024-12-10 20:10:00,2024-12-10 20:10:00,SPY,-1,,,,0.05
2024-12-10 20:15:00,2024-12-10 20:15:00,SPY,-1,,,,0.05
2024-12-10 20:20:00,2024-12-10 20:20:00,SPY,-1,,,,0.05
2024-12-10 20:25:00,2024-12-10 20:25:00,SPY,-1,,,,0.05
2024-12-10 20:30:00,2024-12-10 20:30:00,SPY,-1,,,,0.05
2024-12-10 20:35:00,2024-12-10 20:35:00,SPY,-1,,,,0.05
2024-12-10 20:40:00,2024-12-10 20:40:00,SPY,-1,,,,0.05
2024-12-10 20:45:00,2024-12-10 20:45:00,SPY,-1,,,,0.05
2024-12-10 20:50:00,2024-12-10 20:50:00,SPY,-1,,,,0.05
2024-12-11 19:10:00,2024-12-11 19:10:00,SPY,-1,,,,0.05
2024-12-11 19:15:00,2024-12-11 19:15:00,SPY,-1,,,,0.05
2024-12-11 19:20:00,2024-12-11 19:20:00,SPY,-1,,,,0.05
2024-12-12 14:30:00,2024-12-12 14:30:00,SPY,-1,,,,0.05
2024-12-12 14:35:00,2024-12-12 14:35:00,SPY,-1,,,,0.05
2024-12-12 14:40:00,2024-12-12 14:40:00,SPY,-1,,,,0.05
2024-12-12 14:45:00,2024-12-12 14:45:00,SPY,-1,,,,0.05
2024-12-12 14:50:00,2024-12-12 14:50:00,SPY,-1,,,,0.05
2024-12-12 15:00:00,2024-12-12 15:00:00,SPY,-1,,,,0.05
2024-12-12 15:05:00,2024-12-12 15:05:00,SPY,-1,,,,0.05
2024-12-12 15:10:00,2024-12-12 15:10:00,SPY,-1,,,,0.05
2024-12-12 19:15:00,2024-12-12 19:15:00,SPY,-1,,,,0.05
2024-12-12 19:20:00,2024-12-12 19:20:00,SPY,-1,,,,0.05
2024-12-12 19:25:00,2024-12-12 19:25:00,SPY,-1,,,,0.05
2024-12-12 20:20:00,2024-12-12 20:20:00,SPY,-1,,,,0.05
2024-12-12 20:25:00,2024-12-12 20:25:00,SPY,-1,,,,0.05
2024-12-13 15:15:00,2024-12-13 15:15:00,SPY,-1,,,,0.05
2024-12-13 15:20:00,2024-12-13 15:20:00,SPY,-1,,,,0.05
2024-12-13 15:25:00,2024-12-13 15:25:00,SPY,-1,,,,0.05
2024-12-13 15:30:00,2024-12-13 15:30:00,SPY,-1,,,,0.05
2024-12-13 15:35:00,2024-12-13 15:35:00,SPY,-1,,,,0.05
2024-12-13 15:40:00,2024-12-13 15:40:00,SPY,-1,,,,0.05
2024-12-13 15:45:00,2024-12-13 15:45:00,SPY,-1,,,,0.05
2024-12-13 15:50:00,2024-12-13 15:50:00,SPY,-1,,,,0.05
2024-12-13 15:55:00,2024-12-13 15:55:00,SPY,-1,,,,0.05
2024-12-13 16:00:00,2024-12-13 16:00:00,SPY,-1,,,,0.05
2024-12-13 16:05:00,2024-12-13 16:05:00,SPY,-1,,,,0.05
2024-12-13 16:10:00,2024-12-13 16:10:00,SPY,-1,,,,0.05
2024-12-13 17:40:00,2024-12-13 17:40:00,SPY,-1,,,,0.05
2024-12-13 20:15:00,2024-12-13 20:15:00,SPY,-1,,,,0.05
2024-12-17 14:35:00,2024-12-17 14:35:00,SPY,-1,,,,0.05
2024-12-17 14:40:00,2024-12-17 14:40:00,SPY,-1,,,,0.05
2024-12-17 14:45:00,2024-12-17 14:45:00,SPY,-1,,,,0.05
2024-12-17 14:55:00,2024-12-17 14:55:00,SPY,-1,,,,0.05
2024-12-17 15:00:00,2024-12-17 15:00:00,SPY,-1,,,,0.05
2024-12-17 15:10:00,2024-12-17 15:10:00,SPY,-1,,,,0.05
2024-12-17 15:25:00,2024-12-17 15:25:00,SPY,-1,,,,0.05
2024-12-17 15:30:00,2024-12-17 15:30:00,SPY,-1,,,,0.05
2024-12-17 15:35:00,2024-12-17 15:35:00,SPY,-1,,,,0.05
2024-12-17 18:20:00,2024-12-17 18:20:00,SPY,-1,,,,0.05
2024-12-17 18:25:00,2024-12-17 18:25:00,SPY,-1,,,,0.05
2024-12-17 18:35:00,2024-12-17 18:35:00,SPY,-1,,,,0.05
2024-12-17 19:25:00,2024-12-17 19:25:00,SPY,-1,,,,0.05
2024-12-17 19:30:00,2024-12-17 19:30:00,SPY,-1,,,,0.05
2024-12-17 19:35:00,2024-12-17 19:35:00,SPY,-1,,,,0.05
2024-12-17 19:40:00,2024-12-17 19:40:00,SPY,-1,,,,0.05
2024-12-17 19:45:00,2024-12-17 19:45:00,SPY,-1,,,,0.05
2024-12-17 19:50:00,2024-12-17 19:50:00,SPY,-1,,,,0.05
2024-12-18 19:25:00,2024-12-18 19:25:00,SPY,-1,,,,0.05
2024-12-18 19:30:00,2024-12-18 19:30:00,SPY,-1,,,,0.05
2024-12-18 19:35:00,2024-12-18 19:35:00,SPY,-1,,,,0.05
2024-12-18 19:40:00,2024-12-18 19:40:00,SPY,-1,,,,0.05
2024-12-18 19:45:00,2024-12-18 19:45:00,SPY,-1,,,,0.05
2024-12-18 19:50:00,2024-12-18 19:50:00,SPY,-1,,,,0.05
2024-12-18 19:55:00,2024-12-18 19:55:00,SPY,-1,,,,0.05
2024-12-18 20:00:00,2024-12-18 20:00:00,SPY,-1,,,,0.05
2024-12-18 20:05:00,2024-12-18 20:05:00,SPY,-1,,,,0.05
2024-12-18 20:10:00,2024-12-18 20:10:00,SPY,-1,,,,0.05
2024-12-18 20:15:00,2024-12-18 20:15:00,SPY,-1,,,,0.05
2024-12-18 20:20:00,2024-12-18 20:20:00,SPY,-1,,,,0.05
2024-12-18 20:25:00,2024-12-18 20:25:00,SPY,-1,,,,0.05
2024-12-18 20:30:00,2024-12-18 20:30:00,SPY,-1,,,,0.05
2024-12-18 20:35:00,2024-12-18 20:35:00,SPY,-1,,,,0.05
2024-12-18 20:40:00,2024-12-18 20:40:00,SPY,-1,,,,0.05
2024-12-18 20:55:00,2024-12-18 20:55:00,SPY,-1,,,,0.05
2024-12-19 17:30:00,2024-12-19 17:30:00,SPY,-1,,,,0.05
2024-12-19 17:40:00,2024-12-19 17:40:00,SPY,-1,,,,0.05
2024-12-19 17:45:00,2024-12-19 17:45:00,SPY,-1,,,,0.05
2024-12-19 17:50:00,2024-12-19 17:50:00,SPY,-1,,,,0.05
2024-12-19 19:40:00,2024-12-19 19:40:00,SPY,-1,,,,0.05
2024-12-19 19:45:00,2024-12-19 19:45:00,SPY,-1,,,,0.05
2024-12-19 19:50:00,2024-12-19 19:50:00,SPY,-1,,,,0.05
2024-12-19 19:55:00,2024-12-19 19:55:00,SPY,-1,,,,0.05
2024-12-19 20:00:00,2024-12-19 20:00:00,SPY,-1,,,,0.05
2024-12-19 20:05:00,2024-12-19 20:05:00,SPY,-1,,,,0.05
2024-12-19 20:10:00,2024-12-19 20:10:00,SPY,-1,,,,0.05
2024-12-20 14:30:00,2024-12-20 14:30:00,SPY,-1,,,,0.05
2024-12-20 14:45:00,2024-12-20 14:45:00,SPY,-1,,,,0.05
2024-12-20 14:50:00,2024-12-20 14:50:00,SPY,-1,,,,0.05
2024-12-20 14:55:00,2024-12-20 14:55:00,SPY,-1,,,,0.05
2024-12-20 18:20:00,2024-12-20 18:20:00,SPY,-1,,,,0.05
2024-12-20 18:25:00,2024-12-20 18:25:00,SPY,-1,,,,0.05
2024-12-20 18:30:00,2024-12-20 18:30:00,SPY,-1,,,,0.05
2024-12-20 18:35:00,2024-12-20 18:35:00,SPY,-1,,,,0.05
2024-12-20 18:40:00,2024-12-20 18:40:00,SPY,-1,,,,0.05
2024-12-20 18:45:00,2024-12-20 18:45:00,SPY,-1,,,,0.05
2024-12-27 14:45:00,2024-12-27 14:45:00,SPY,-1,,,,0.05
2024-12-27 14:50:00,2024-12-27 14:50:00,SPY,-1,,,,0.05
2024-12-27 14:55:00,2024-12-27 14:55:00,SPY,-1,,,,0.05
2024-12-27 15:00:00,2024-12-27 15:00:00,SPY,-1,,,,0.05
2024-12-27 15:05:00,2024-12-27 15:05:00,SPY,-1,,,,0.05
2024-12-27 15:10:00,2024-12-27 15:10:00,SPY,-1,,,,0.05
2024-12-27 15:15:00,2024-12-27 15:15:00,SPY,-1,,,,0.05
2024-12-27 15:30:00,2024-12-27 15:30:00,SPY,-1,,,,0.05
2024-12-27 15:35:00,2024-12-27 15:35:00,SPY,-1,,,,0.05
2024-12-27 17:10:00,2024-12-27 17:10:00,SPY,-1,,,,0.05
2024-12-27 17:15:00,2024-12-27 17:15:00,SPY,-1,,,,0.05
2024-12-27 17:20:00,2024-12-27 17:20:00,SPY,-1,,,,0.05
2024-12-27 17:25:00,2024-12-27 17:25:00,SPY,-1,,,,0.05
2024-12-30 14:35:00,2024-12-30 14:35:00,SPY,-1,,,,0.05
2024-12-30 14:40:00,2024-12-30 14:40:00,SPY,-1,,,,0.05
2024-12-30 14:45:00,2024-12-30 14:45:00,SPY,-1,,,,0.05
2024-12-30 14:50:00,2024-12-30 14:50:00,SPY,-1,,,,0.05
2024-12-30 14:55:00,2024-12-30 14:55:00,SPY,-1,,,,0.05
2024-12-30 15:00:00,2024-12-30 15:00:00,SPY,-1,,,,0.05
2024-12-30 15:05:00,2024-12-30 15:05:00,SPY,-1,,,,0.05
2024-12-30 15:10:00,2024-12-30 15:10:00,SPY,-1,,,,0.05
2024-12-30 15:20:00,2024-12-30 15:20:00,SPY,-1,,,,0.05
2024-12-31 16:20:00,2024-12-31 16:20:00,SPY,-1,,,,0.05
2024-12-31 16:35:00,2024-12-31 16:35:00,SPY,-1,,,,0.05
2024-12-31 17:30:00,2024-12-31 17:30:00,SPY,-1,,,,0.05
2024-12-31 17:35:00,2024-12-31 17:35:00,SPY,-1,,,,0.05
2024-12-31 17:40:00,2024-12-31 17:40:00,SPY,-1,,,,0.05
2024-12-31 17:45:00,2024-12-31 17:45:00,SPY,-1,,,,0.05
2025-01-02 17:45:00,2025-01-02 17:45:00,SPY,-1,,,,0.05
2025-01-02 17:50:00,2025-01-02 17:50:00,SPY,-1,,,,0.05
2025-01-02 17:55:00,2025-01-02 17:55:00,SPY,-1,,,,0.05
2025-01-02 18:00:00,2025-01-02 18:00:00,SPY,-1,,,,0.05
2025-01-06 17:35:00,2025-01-06 17:35:00,SPY,-1,,,,0.05
2025-01-06 17:40:00,2025-01-06 17:40:00,SPY,-1,,,,0.05
2025-01-06 17:45:00,2025-01-06 17:45:00,SPY,-1,,,,0.05
2025-01-06 17:50:00,2025-01-06 17:50:00,SPY,-1,,,,0.05
2025-01-06 17:55:00,2025-01-06 17:55:00,SPY,-1,,,,0.05
2025-01-06 18:00:00,2025-01-06 18:00:00,SPY,-1,,,,0.05
2025-01-06 18:05:00,2025-01-06 18:05:00,SPY,-1,,,,0.05
2025-01-06 18:10:00,2025-01-06 18:10:00,SPY,-1,,,,0.05
2025-01-06 18:15:00,2025-01-06 18:15:00,SPY,-1,,,,0.05
2025-01-06 18:20:00,2025-01-06 18:20:00,SPY,-1,,,,0.05
2025-01-06 18:30:00,2025-01-06 18:30:00,SPY,-1,,,,0.05
2025-01-06 18:35:00,2025-01-06 18:35:00,SPY,-1,,,,0.05
2025-01-06 18:40:00,2025-01-06 18:40:00,SPY,-1,,,,0.05
2025-01-06 18:45:00,2025-01-06 18:45:00,SPY,-1,,,,0.05
2025-01-06 18:55:00,2025-01-06 18:55:00,SPY,-1,,,,0.05
2025-01-06 19:00:00,2025-01-06 19:00:00,SPY,-1,,,,0.05
2025-01-06 19:55:00,2025-01-06 19:55:00,SPY,-1,,,,0.05
2025-01-07 15:15:00,2025-01-07 15:15:00,SPY,-1,,,,0.05
2025-01-07 15:25:00,2025-01-07 15:25:00,SPY,-1,,,,0.05
2025-01-07 15:30:00,2025-01-07 15:30:00,SPY,-1,,,,0.05
2025-01-07 15:35:00,2025-01-07 15:35:00,SPY,-1,,,,0.05
2025-01-07 15:40:00,2025-01-07 15:40:00,SPY,-1,,,,0.05
2025-01-07 15:45:00,2025-01-07 15:45:00,SPY,-1,,,,0.05
2025-01-07 17:20:00,2025-01-07 17:20:00,SPY,-1,,,,0.05
2025-01-07 20:10:00,2025-01-07 20:10:00,SPY,-1,,,,0.05
2025-01-07 20:15:00,2025-01-07 20:15:00,SPY,-1,,,,0.05
2025-01-07 20:20:00,2025-01-07 20:20:00,SPY,-1,,,,0.05
2025-01-07 20:25:00,2025-01-07 20:25:00,SPY,-1,,,,0.05
2025-01-07 20:30:00,2025-01-07 20:30:00,SPY,-1,,,,0.05
2025-01-07 20:35:00,2025-01-07 20:35:00,SPY,-1,,,,0.05
2025-01-07 20:40:00,2025-01-07 20:40:00,SPY,-1,,,,0.05
2025-01-08 17:20:00,2025-01-08 17:20:00,SPY,-1,,,,0.05
2025-01-08 17:25:00,2025-01-08 17:25:00,SPY,-1,,,,0.05
2025-01-08 17:30:00,2025-01-08 17:30:00,SPY,-1,,,,0.05
2025-01-08 17:35:00,2025-01-08 17:35:00,SPY,-1,,,,0.05
2025-01-08 17:40:00,2025-01-08 17:40:00,SPY,-1,,,,0.05
2025-01-08 20:10:00,2025-01-08 20:10:00,SPY,-1,,,,0.05
2025-01-10 14:30:00,2025-01-10 14:30:00,SPY,-1,,,,0.05
2025-01-10 14:35:00,2025-01-10 14:35:00,SPY,-1,,,,0.05
2025-01-10 14:40:00,2025-01-10 14:40:00,SPY,-1,,,,0.05
2025-01-10 14:45:00,2025-01-10 14:45:00,SPY,-1,,,,0.05
2025-01-10 14:50:00,2025-01-10 14:50:00,SPY,-1,,,,0.05
2025-01-10 16:30:00,2025-01-10 16:30:00,SPY,-1,,,,0.05
2025-01-10 16:35:00,2025-01-10 16:35:00,SPY,-1,,,,0.05
2025-01-10 20:35:00,2025-01-10 20:35:00,SPY,-1,,,,0.05
2025-01-10 20:40:00,2025-01-10 20:40:00,SPY,-1,,,,0.05
2025-01-10 20:45:00,2025-01-10 20:45:00,SPY,-1,,,,0.05
2025-01-13 14:30:00,2025-01-13 14:30:00,SPY,-1,,,,0.05
2025-01-13 14:35:00,2025-01-13 14:35:00,SPY,-1,,,,0.05
2025-01-14 16:25:00,2025-01-14 16:25:00,SPY,-1,,,,0.05
2025-01-14 16:50:00,2025-01-14 16:50:00,SPY,-1,,,,0.05
2025-01-14 16:55:00,2025-01-14 16:55:00,SPY,-1,,,,0.05
2025-01-14 17:00:00,2025-01-14 17:00:00,SPY,-1,,,,0.05
2025-01-14 17:05:00,2025-01-14 17:05:00,SPY,-1,,,,0.05
2025-01-14 19:55:00,2025-01-14 19:55:00,SPY,-1,,,,0.05
2025-01-14 20:00:00,2025-01-14 20:00:00,SPY,-1,,,,0.05
2025-01-14 20:05:00,2025-01-14 20:05:00,SPY,-1,,,,0.05
2025-01-14 20:10:00,2025-01-14 20:10:00,SPY,-1,,,,0.05
2025-01-14 20:15:00,2025-01-14 20:15:00,SPY,-1,,,,0.05
2025-01-14 20:20:00,2025-01-14 20:20:00,SPY,-1,,,,0.05
2025-01-16 18:10:00,2025-01-16 18:10:00,SPY,-1,,,,0.05
2025-01-16 18:15:00,2025-01-16 18:15:00,SPY,-1,,,,0.05
2025-01-16 18:25:00,2025-01-16 18:25:00,SPY,-1,,,,0.05
2025-01-16 18:30:00,2025-01-16 18:30:00,SPY,-1,,,,0.05
2025-01-17 19:05:00,2025-01-17 19:05:00,SPY,-1,,,,0.05
2025-01-22 19:25:00,2025-01-22 19:25:00,SPY,-1,,,,0.05
2025-01-22 19:30:00,2025-01-22 19:30:00,SPY,-1,,,,0.05
2025-01-22 20:40:00,2025-01-22 20:40:00,SPY,-1,,,,0.05
2025-01-22 20:45:00,2025-01-22 20:45:00,SPY,-1,,,,0.05
2025-01-22 20:50:00,2025-01-22 20:50:00,SPY,-1,,,,0.05
2025-01-22 20:55:00,2025-01-22 20:55:00,SPY,-1,,,,0.05
2025-01-23 14:30:00,2025-01-23 14:30:00,SPY,-1,,,,0.05
2025-01-23 14:35:00,2025-01-23 14:35:00,SPY,-1,,,,0.05
2025-01-23 14:40:00,2025-01-23 14:40:00,SPY,-1,,,,0.05
2025-01-23 14:45:00,2025-01-23 14:45:00,SPY,-1,,,,0.05
2025-01-23 14:50:00,2025-01-23 14:50:00,SPY,-1,,,,0.05
2025-01-23 15:00:00,2025-01-23 15:00:00,SPY,-1,,,,0.05
2025-01-23 19:20:00,2025-01-23 19:20:00,SPY,-1,,,,0.05
2025-01-24 18:30:00,2025-01-24 18:30:00,SPY,-1,,,,0.05
2025-01-24 18:45:00,2025-01-24 18:45:00,SPY,-1,,,,0.05
2025-01-24 18:55:00,2025-01-24 18:55:00,SPY,-1,,,,0.05
